,Unnamed: 0,Category,Subcategory,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
578,1163,Hotels,bed and breakfast,FAbJSEwJyUCpHHaYQdi3NQ,bel-air-hotel-san-francisco-2,Bel Air Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/tF8Hix7oi5DPHtY_S8Y0bg/o.jpg,False,https://www.yelp.com/biz/bel-air-hotel-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,11,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'bedbreakfast', 'title': 'Bed & Breakfast'}]",1.5,"{'latitude': 37.78450591110754, 'longitude': -122.41261462007758}",[],$,"{'address1': '344 Jones St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['344 Jones St', 'San Francisco, CA 94102']}",14157713460.0,(415) 771-3460,3358.287542335984
588,1173,Hotels,bed and breakfast,1XGuYya0JAcO56d7LY3hwQ,castro-hotel-san-francisco,Castro Hotel,,False,https://www.yelp.com/biz/castro-hotel-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,11,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'bedbreakfast', 'title': 'Bed & Breakfast'}]",4.2,"{'latitude': 37.79835, 'longitude': -122.40899}",[],$,"{'address1': '705 Vallejo St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['705 Vallejo St', 'San Francisco, CA 94133']}",14157889709.0,(415) 788-9709,4816.67168092219
620,1265,Shopping,shopping,avJWr0yLGaMK3Bztmd8mhg,auto-erotica-san-francisco,Auto Erotica,https://s3-media3.fl.yelpcdn.com/bphoto/Y5qkVprQ9Xl80ofhRObNIg/o.jpg,False,https://www.yelp.com/biz/auto-erotica-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,23,"[{'alias': 'vintage', 'title': 'Used, Vintage & Consignment'}]",4.1,"{'latitude': 37.7606964111328, 'longitude': -122.434448242188}",[],$,"{'address1': '4077 A 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4077 A 18th St', 'San Francisco, CA 94114']}",14158615787.0,(415) 861-5787,173.15334944436177
621,1266,Shopping,shopping,Un9A-q7P2_I1w--kj-q4AA,moms-pharmacy-san-francisco,MOMS Pharmacy,,False,https://www.yelp.com/biz/moms-pharmacy-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,37,"[{'alias': 'drugstores', 'title': 'Drugstores'}]",3.1,"{'latitude': 37.7607040405273, 'longitude': -122.434364318848}",[],$,"{'address1': '4071 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4071 18th St', 'San Francisco, CA 94114']}",14152552720.0,(415) 255-2720,181.34378461814563
656,1324,Shopping,stores,veqKtvRTqp0x1ybdoJAwVA,eureka-market-san-francisco-2,Eureka Market,https://s3-media1.fl.yelpcdn.com/bphoto/OIqvGw6pw1T7FNFG2l5KbQ/o.jpg,False,https://www.yelp.com/biz/eureka-market-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,20,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",4.1,"{'latitude': 37.762139, 'longitude': -122.43857}",[],$,"{'address1': '4151 17th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4151 17th St', 'San Francisco, CA 94114']}",14156559294.0,(415) 655-9294,230.70498642957253
658,1327,Shopping,stores,9f5GrE0-My6KDPnUmrrC8w,chevron-san-francisco-22,Chevron,https://s3-media1.fl.yelpcdn.com/bphoto/Na2vSV2SY5SADCyUpXk1rw/o.jpg,False,https://www.yelp.com/biz/chevron-san-francisco-22?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,64,"[{'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",2.5,"{'latitude': 37.762737, 'longitude': -122.434679}","['pickup', 'delivery']",$,"{'address1': '2399 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2399 Market St', 'San Francisco, CA 94114']}",14156212570.0,(415) 621-2570,256.7309173214673
663,1351,Shopping,retail,Wgnz-rS8pCHbmRraPGWHww,hansens-laundry-san-francisco,Hansen's Laundry,https://s3-media1.fl.yelpcdn.com/bphoto/QtARo_lcAmkyXyRwwPVtpA/o.jpg,False,https://www.yelp.com/biz/hansens-laundry-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,71,"[{'alias': 'laundryservices', 'title': 'Laundry Services'}]",4.0,"{'latitude': 37.76095, 'longitude': -122.43705}",[],$,"{'address1': '4258 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4258 18th St', 'San Francisco, CA 94114']}",14158614007.0,(415) 861-4007,53.80260085068847
684,1389,Shopping,retail,e9Au38TUwnyLQXvj9fxhkw,flower-corner-san-francisco,Flower Corner,https://s3-media1.fl.yelpcdn.com/bphoto/rRcgAI6oQKJxY5tKoRjEig/o.jpg,False,https://www.yelp.com/biz/flower-corner-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,73,"[{'alias': 'florists', 'title': 'Florists'}]",4.9,"{'latitude': 37.7644382, 'longitude': -122.4323947}",[],$,"{'address1': '2295 Market St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2295 Market St', 'San Francisco, CA 94114']}",14152605183.0,(415) 260-5183,530.7932495094315
711,1431,Shopping,malls,4dgnieYmZpya3OTibMgZbA,bluedragonflies-com-san-francisco-4,bluedragonflies.com,,False,https://www.yelp.com/biz/bluedragonflies-com-san-francisco-4?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,1,"[{'alias': 'womenscloth', 'title': ""Women's Clothing""}, {'alias': 'personal_shopping', 'title': 'Personal Shopping'}, {'alias': 'accessories', 'title': 'Accessories'}]",5.0,"{'latitude': 37.7703742980957, 'longitude': -122.443626403809}",[],Free/Unknown,"{'address1': '', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['San Francisco, CA 94117']}",,,1369.5388481527075
717,1437,Shopping,malls,teqh7ADqqEDF12-FQelLQA,2nd-street-haight-st-san-francisco,2nd STREET - Haight St,https://s3-media1.fl.yelpcdn.com/bphoto/jYnGRWGeVGNt8SKUHbv9eQ/o.jpg,False,https://www.yelp.com/biz/2nd-street-haight-st-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,28,"[{'alias': 'vintage', 'title': 'Used, Vintage & Consignment'}, {'alias': 'womenscloth', 'title': ""Women's Clothing""}, {'alias': 'menscloth', 'title': ""Men's Clothing""}]",2.5,"{'latitude': 37.77001, 'longitude': -122.448}",[],Free/Unknown,"{'address1': '1560 Haight St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1560 Haight St', 'San Francisco, CA 94117']}",14156517596.0,(415) 651-7596,1446.536096236962
739,1460,Shopping,shopping centers,0V1NQ3gYJuitUSLbKRKPDQ,un-plaza-bazaar-san-francisco,UN Plaza Bazaar,https://s3-media2.fl.yelpcdn.com/bphoto/TShsPzwyTaCKe3_-wkaajg/o.jpg,False,https://www.yelp.com/biz/un-plaza-bazaar-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,4,"[{'alias': 'shoppingcenters', 'title': 'Shopping Centers'}]",3.8,"{'latitude': 37.7798546245562, 'longitude': -122.414683029056}",[],$,"{'address1': None, 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['San Francisco, CA 94102']}",,,2846.4039467045186
743,1464,Shopping,shopping centers,zB4lcBRgKSaPNkdc_D0pKQ,union-square-san-francisco-16,Union Square,https://s3-media2.fl.yelpcdn.com/bphoto/B9juhnqjQL7zyja2ogBtaQ/o.jpg,False,https://www.yelp.com/biz/union-square-san-francisco-16?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,59,"[{'alias': 'shoppingcenters', 'title': 'Shopping Centers'}]",4.1,"{'latitude': 37.787992, 'longitude': -122.407679}",[],$,"{'address1': '333 Post St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['333 Post St', 'San Francisco, CA 94108']}",14154772610.0,(415) 477-2610,3933.0258224919166
790,1527,Shopping,boutiques,-HEbH4F8ecQlrtKcvPOlMg,community-thrift-store-san-francisco,Community Thrift Store,https://s3-media3.fl.yelpcdn.com/bphoto/_5IfeI5eZ1RhzuoMq6v--Q/o.jpg,False,https://www.yelp.com/biz/community-thrift-store-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,349,"[{'alias': 'thrift_stores', 'title': 'Thrift Stores'}, {'alias': 'antiques', 'title': 'Antiques'}]",3.9,"{'latitude': 37.7627792358398, 'longitude': -122.421363830566}",[],$,"{'address1': '623 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['623 Valencia St', 'San Francisco, CA 94110']}",14158614910.0,(415) 861-4910,1333.9642343568858
795,1539,Shopping,boutiques,nsOvwG2Da-jM72o8I2qivQ,baggu-san-francisco-2,Baggu,https://s3-media2.fl.yelpcdn.com/bphoto/1GpJ-gqAl-JX47f3tria-A/o.jpg,False,https://www.yelp.com/biz/baggu-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,45,"[{'alias': 'leather', 'title': 'Leather Goods'}, {'alias': 'luggage', 'title': 'Luggage'}, {'alias': 'accessories', 'title': 'Accessories'}]",4.4,"{'latitude': 37.758263, 'longitude': -122.42111946484567}",[],$,"{'address1': '911 Valencia St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['911 Valencia St', 'San Francisco, CA 94110']}",,,1378.9645721274835
812,1607,Nightlife,clubs,LIjMD-PXdrjEAykKVoAiLw,delirium-san-francisco,Delirium,https://s3-media1.fl.yelpcdn.com/bphoto/TX6QIor3QWZH4TrrQ5VxyQ/o.jpg,False,https://www.yelp.com/biz/delirium-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,515,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.4,"{'latitude': 37.7647114, 'longitude': -122.4229383}",[],$,"{'address1': '3139 16th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['3139 16th St', 'San Francisco, CA 94103']}",14155525525.0,(415) 552-5525,1278.2129536975046
814,1611,Nightlife,clubs,HNAB0x-edJIBfFjhXJ_QEQ,underground-sf-san-francisco,Underground SF,https://s3-media1.fl.yelpcdn.com/bphoto/afVBodfjH6Fj1VqsmPv5gg/o.jpg,False,https://www.yelp.com/biz/underground-sf-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,116,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]",3.6,"{'latitude': 37.7725296020508, 'longitude': -122.429359436035}",[],$,"{'address1': '424 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['424 Haight St', 'San Francisco, CA 94117']}",14158647386.0,(415) 864-7386,1425.3612593961975
853,1715,Nightlife,music venues,5BRoiJKHpcYlqOkDj0lVFw,gray-area-san-francisco-2,Gray Area,https://s3-media1.fl.yelpcdn.com/bphoto/Rg7zARC24lZ1dM2AGVc-Vg/o.jpg,False,https://www.yelp.com/biz/gray-area-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,30,"[{'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'artspacerentals', 'title': 'Art Space Rentals'}]",3.3,"{'latitude': 37.7544105416716, 'longitude': -122.418526813553}",[],$,"{'address1': '2665 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2665 Mission St', 'San Francisco, CA 94110']}",14158431423.0,(415) 843-1423,1732.7704839570176
855,1717,Nightlife,music venues,9Dqd8evoxKi0JtHI7iX0pw,rite-spot-cafe-san-francisco,Rite Spot Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/BgXVrob_kIODwNLty2Tstg/o.jpg,False,https://www.yelp.com/biz/rite-spot-cafe-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,154,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",3.6,"{'latitude': 37.7638299018145, 'longitude': -122.415105476975}","['pickup', 'delivery']",$,"{'address1': '2099 Folsom St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2099 Folsom St', 'San Francisco, CA 94110']}",14155526066.0,(415) 552-6066,1904.1472299027605
880,1801,Nightlife,dancing,p5cdsHlymDt5A6eJ0_lM1w,caliber-djs-san-francisco-5,Caliber DJs,https://s3-media3.fl.yelpcdn.com/bphoto/zRVMru2xMmYRScGFACKg3g/o.jpg,False,https://www.yelp.com/biz/caliber-djs-san-francisco-5?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,54,"[{'alias': 'djs', 'title': 'DJs'}]",5.0,"{'latitude': 37.760884756206, 'longitude': -122.4373863004}",[],Free/Unknown,"{'address1': '4304 18th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4304 18th St', 'San Francisco, CA 94114']}",17735170111.0,(773) 517-0111,82.57508492588985
881,1807,Nightlife,dancing,iQMBUIdg7pc7iUIisoLrxA,cheer-san-francisco-san-francisco-2,CHEER San Francisco,https://s3-media2.fl.yelpcdn.com/bphoto/A47dIW3vfuycdun_eCPNxg/o.jpg,False,https://www.yelp.com/biz/cheer-san-francisco-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,8,"[{'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'cheerleading', 'title': 'Cheerleading'}]",5.0,"{'latitude': 37.759475913822214, 'longitude': -122.43509847907544}",[],Free/Unknown,"{'address1': '584 Castro St', 'address2': 'Ste 307', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['584 Castro St', 'Ste 307', 'San Francisco, CA 94114']}",14157355995.0,(415) 735-5995,197.76195508897283
915,1861,Beauty & Spas,beauty,anT63i76SXuKH62YD6wFOA,q-cuts-san-francisco-2,Q Cuts,https://s3-media1.fl.yelpcdn.com/bphoto/JXsCl2jX1Xf9VMajLG5jUw/o.jpg,False,https://www.yelp.com/biz/q-cuts-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,25,"[{'alias': 'hair', 'title': 'Hair Salons'}]",4.7,"{'latitude': 37.7605396, 'longitude': -122.436934}",[],$,"{'address1': '4249 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4249 18th St', 'San Francisco, CA 94114']}",14156261132.0,(415) 626-1132,58.58541985256861
940,1897,Beauty & Spas,beauty,x2oJ8s6SrBU1s9vlQPcgbA,lisas-hair-design-san-francisco-2,Lisa's Hair Design,https://s3-media4.fl.yelpcdn.com/bphoto/baaacCsGfHFEv5p36xFwlA/o.jpg,False,https://www.yelp.com/biz/lisas-hair-design-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,184,"[{'alias': 'hair', 'title': 'Hair Salons'}]",4.3,"{'latitude': 37.7619263, 'longitude': -122.4349189}",[],$,"{'address1': '421 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['421 Castro St', 'San Francisco, CA 94114']}",14156266268.0,(415) 626-6268,194.1648341819024
953,1928,Beauty & Spas,spa,goCvXQw_s42Vd5mmtIatSw,nice-cuts-san-francisco-2,Nice Cuts,https://s3-media2.fl.yelpcdn.com/bphoto/rIaQ2wNxYnxGQsP5bGZV4Q/o.jpg,False,https://www.yelp.com/biz/nice-cuts-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,192,"[{'alias': 'hair', 'title': 'Hair Salons'}]",4.1,"{'latitude': 37.76229, 'longitude': -122.43452}",[],$,"{'address1': '3977 17th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3977 17th St', 'San Francisco, CA 94114']}",14156261222.0,(415) 626-1222,233.43440860419864
954,1929,Beauty & Spas,spa,ovxq1ToffmVPyQReEm3kSA,bruno-hair-design-san-francisco,Bruno Hair Design,https://s3-media3.fl.yelpcdn.com/bphoto/m6a_yMp9ROXIxhgCi3j1cg/o.jpg,False,https://www.yelp.com/biz/bruno-hair-design-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,35,"[{'alias': 'hairstylists', 'title': 'Hair Stylists'}]",4.6,"{'latitude': 37.7594299316406, 'longitude': -122.434555053711}",[],$,"{'address1': '597 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['597 Castro St', 'San Francisco, CA 94114']}",14156217710.0,(415) 621-7710,234.15915764189583
1029,2093,Beauty & Spas,massage,5WWsu81S4zcHQ7-jnh65Rw,relax-nails-san-francisco,Relax Nails,https://s3-media2.fl.yelpcdn.com/bphoto/9gL1gx8JkbCTjRXP4Tm-ww/o.jpg,False,https://www.yelp.com/biz/relax-nails-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,142,"[{'alias': 'othersalons', 'title': 'Nail Salons'}, {'alias': 'hairremoval', 'title': 'Hair Removal'}, {'alias': 'massage', 'title': 'Massage'}]",4.2,"{'latitude': 37.7703751623631, 'longitude': -122.444390505552}",[],$,"{'address1': '1340 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1340 Haight St', 'San Francisco, CA 94117']}",14152559188.0,(415) 255-9188,1268.5135703669728
1042,2130,Beauty & Spas,hair salon,rRfM-c5dKAeCB9wGRS8VKQ,melissa-hair-studio-san-francisco,Melissa Hair Studio,https://s3-media1.fl.yelpcdn.com/bphoto/qfZwB7Y4cVPr2E1XDpQrWQ/o.jpg,False,https://www.yelp.com/biz/melissa-hair-studio-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,11,"[{'alias': 'hair', 'title': 'Hair Salons'}]",4.7,"{'latitude': 37.7604669, 'longitude': -122.4434881}",[],$,"{'address1': '4696 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4696 18th St', 'San Francisco, CA 94114']}",14157568145.0,(415) 756-8145,606.9333774703709
1049,2137,Beauty & Spas,hair salon,rOpMYcFkY-ahiQw4q4kwuw,b-parlor-san-francisco,B Parlor,https://s3-media2.fl.yelpcdn.com/bphoto/mkSLkz3az9oB13INVeiMSw/o.jpg,False,https://www.yelp.com/biz/b-parlor-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,310,"[{'alias': 'hair', 'title': 'Hair Salons'}]",4.6,"{'latitude': 37.76272016446293, 'longitude': -122.42881680929614}",[],$,"{'address1': '3705 17th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3705 17th St', 'San Francisco, CA 94114']}",14152558554.0,(415) 255-8554,700.6456317065966
1149,2304,Fitness & Recreation,yoga studios,1yFsaj-R6nHmiwdwbjeIvg,food-body-me-san-francisco-2,Food Body Me,https://s3-media4.fl.yelpcdn.com/bphoto/1mcap88OW3LTcd9-EP-0rw/o.jpg,False,https://www.yelp.com/biz/food-body-me-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,38,"[{'alias': 'yoga', 'title': 'Yoga'}, {'alias': 'cookingschools', 'title': 'Cooking Schools'}]",2.6,"{'latitude': 37.7652283, 'longitude': -122.4266586}",[],Free/Unknown,"{'address1': '264 Dolores St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['264 Dolores St', 'San Francisco, CA 94103']}",14159670997.0,(415) 967-0997,979.7155544210672
1150,2305,Fitness & Recreation,yoga studios,048qVQ9e33-Aba2wQ2KpYA,claudia-bartsch-san-francisco-2,Claudia Bartsch,https://s3-media4.fl.yelpcdn.com/bphoto/OEQJNI_pCrM5_Aj5_7Zjrw/o.jpg,False,https://www.yelp.com/biz/claudia-bartsch-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,2,"[{'alias': 'yoga', 'title': 'Yoga'}]",5.0,"{'latitude': 37.7570742, 'longitude': -122.4261431}",[],Free/Unknown,"{'address1': '', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['San Francisco, CA 94110']}",,,1000.7189276164936
1191,2350,Fitness & Recreation,parks,4pJDRTgAP3TdPNoAFq5-qg,eureka-valley-dog-park-san-francisco,Eureka Valley Dog Park,https://s3-media4.fl.yelpcdn.com/bphoto/xcoczs9Rj_u5dvXNuV2EkQ/o.jpg,False,https://www.yelp.com/biz/eureka-valley-dog-park-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,29,"[{'alias': 'dog_parks', 'title': 'Dog Parks'}]",3.6,"{'latitude': 37.759856, 'longitude': -122.43629}",[],Free/Unknown,"{'address1': '100 Collingwood St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['100 Collingwood St', 'San Francisco, CA 94114']}",,,116.83904054755426
1192,2351,Fitness & Recreation,parks,-1wVJ7sbhRW8Cw00V3qUuA,pink-triangle-memorial-san-francisco,Pink Triangle Memorial,https://s3-media2.fl.yelpcdn.com/bphoto/FqEPAlUkokZGNhc_Q0Ciqw/o.jpg,False,https://www.yelp.com/biz/pink-triangle-memorial-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,5,"[{'alias': 'parks', 'title': 'Parks'}]",4.4,"{'latitude': 37.7623603693319, 'longitude': -122.436218411826}",[],Free/Unknown,"{'address1': '17th And Market', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['17th And Market', 'San Francisco, CA 94114']}",,,163.6929451912839
