,Unnamed: 0,Category,Subcategory,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
514,978,Hotels,hotels,lb4asrfyRwxU08l50sb5iQ,travelodge-by-wyndham-san-francisco-central-san-francisco,Travelodge by Wyndham San Francisco Central,https://s3-media1.fl.yelpcdn.com/bphoto/_WOZW1rtB-EeyjSYyvjqHg/o.jpg,False,https://www.yelp.com/biz/travelodge-by-wyndham-san-francisco-central-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,269,"[{'alias': 'hotels', 'title': 'Hotels'}]",1.5,"{'latitude': 37.771966920991, 'longitude': -122.4220007}",[],$,"{'address1': '1707 Market Street', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1707 Market Street', 'San Francisco, CA 94103']}",18007606483.0,(800) 760-6483,1768.344476814524
517,981,Hotels,hotels,Lp_2pOW3KazcsZ3weMJidQ,ascot-hotel-san-francisco,Ascot Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/_HFyTSaTeuHgSoUZqqO4rg/o.jpg,False,https://www.yelp.com/biz/ascot-hotel-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",2.0,"{'latitude': 37.773117, 'longitude': -122.421241}",[],$,"{'address1': '1657 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1657 Market St', 'San Francisco, CA 94103']}",14158649034.0,(415) 864-9034,1905.110682572372
520,984,Hotels,hotels,-pi9VdrTY5SVakJT8bDkcw,hayes-valley-inn-san-francisco,Hayes Valley Inn,https://s3-media4.fl.yelpcdn.com/bphoto/j5QIldPU6sCulysIHhqgMA/o.jpg,False,https://www.yelp.com/biz/hayes-valley-inn-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,187,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.2,"{'latitude': 37.77707, 'longitude': -122.42318}",[],$,"{'address1': '417 Gough St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['417 Gough St', 'San Francisco, CA 94102']}",14158629051.0,(415) 862-9051,2153.337359678254
533,997,Hotels,hotels,Flk5wmtcLH5EsURkxj_2wA,chase-hotel-san-francisco,Chase Hotel,,False,https://www.yelp.com/biz/chase-hotel-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,3,"[{'alias': 'hotels', 'title': 'Hotels'}]",1.3,"{'latitude': 37.77798, 'longitude': -122.4162}",[],$,"{'address1': '1278 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['1278 Market St', 'San Francisco, CA 94102']}",14158641562.0,(415) 864-1562,2604.9121014463826
534,998,Hotels,hotels,N9afFPk4TZshrsp5OcYdMQ,donnelly-hotel-san-francisco,Donnelly Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/BhGA-2AfcGnhCp0_MftTbg/o.jpg,False,https://www.yelp.com/biz/donnelly-hotel-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,5,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.4,"{'latitude': 37.7781105041504, 'longitude': -122.416061401367}",[],$,"{'address1': '1272 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['1272 Market St', 'San Francisco, CA 94102']}",14155523373.0,(415) 552-3373,2622.112031253396
578,1163,Hotels,bed and breakfast,FAbJSEwJyUCpHHaYQdi3NQ,bel-air-hotel-san-francisco-2,Bel Air Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/tF8Hix7oi5DPHtY_S8Y0bg/o.jpg,False,https://www.yelp.com/biz/bel-air-hotel-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,11,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'bedbreakfast', 'title': 'Bed & Breakfast'}]",1.5,"{'latitude': 37.78450591110754, 'longitude': -122.41261462007758}",[],$,"{'address1': '344 Jones St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['344 Jones St', 'San Francisco, CA 94102']}",14157713460.0,(415) 771-3460,3358.287542335984
588,1173,Hotels,bed and breakfast,1XGuYya0JAcO56d7LY3hwQ,castro-hotel-san-francisco,Castro Hotel,,False,https://www.yelp.com/biz/castro-hotel-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,11,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'bedbreakfast', 'title': 'Bed & Breakfast'}]",4.2,"{'latitude': 37.79835, 'longitude': -122.40899}",[],$,"{'address1': '705 Vallejo St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['705 Vallejo St', 'San Francisco, CA 94133']}",14157889709.0,(415) 788-9709,4816.67168092219
607,1199,Hotels,bed and breakfast,6-M8QJXhNJAK92uJcWHfmg,kenmore-residence-club-san-francisco,Kenmore Residence Club,https://s3-media2.fl.yelpcdn.com/bphoto/b6Yn2DvLNQ_5_QkH_Y8DJQ/o.jpg,False,https://www.yelp.com/biz/kenmore-residence-club-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,15,"[{'alias': 'hotels', 'title': 'Hotels'}]",2.2,"{'latitude': 37.78708, 'longitude': -122.42624}",[],$,"{'address1': '1570 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1570 Sutter St', 'San Francisco, CA 94109']}",14157765815.0,(415) 776-5815,3050.0372802282404
620,1265,Shopping,shopping,avJWr0yLGaMK3Bztmd8mhg,auto-erotica-san-francisco,Auto Erotica,https://s3-media3.fl.yelpcdn.com/bphoto/Y5qkVprQ9Xl80ofhRObNIg/o.jpg,False,https://www.yelp.com/biz/auto-erotica-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,23,"[{'alias': 'vintage', 'title': 'Used, Vintage & Consignment'}]",4.1,"{'latitude': 37.7606964111328, 'longitude': -122.434448242188}",[],$,"{'address1': '4077 A 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4077 A 18th St', 'San Francisco, CA 94114']}",14158615787.0,(415) 861-5787,173.15334944436177
621,1266,Shopping,shopping,Un9A-q7P2_I1w--kj-q4AA,moms-pharmacy-san-francisco,MOMS Pharmacy,,False,https://www.yelp.com/biz/moms-pharmacy-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,37,"[{'alias': 'drugstores', 'title': 'Drugstores'}]",3.1,"{'latitude': 37.7607040405273, 'longitude': -122.434364318848}",[],$,"{'address1': '4071 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4071 18th St', 'San Francisco, CA 94114']}",14152552720.0,(415) 255-2720,181.34378461814563
628,1273,Shopping,shopping,Modc-sM7aq3X7pG2aXIUfw,rubys-clay-studio-and-gallery-san-francisco,Ruby's Clay Studio & Gallery,https://s3-media3.fl.yelpcdn.com/bphoto/6bmHf98YYZhEFBkGsojDDA/o.jpg,False,https://www.yelp.com/biz/rubys-clay-studio-and-gallery-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,12,"[{'alias': 'artschools', 'title': 'Art Schools'}, {'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",4.3,"{'latitude': 37.7601490344074, 'longitude': -122.432888706312}",[],$,"{'address1': '552 Noe St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['552 Noe St', 'San Francisco, CA 94114']}",14155589819.0,(415) 558-9819,323.75134948451824
639,1284,Shopping,shopping,tipSWe_qjb4vH-ink8DdZg,buy-best-bay-bargains-san-francisco,Buy Best Bay Bargains,https://s3-media4.fl.yelpcdn.com/bphoto/bkP2rcvvF0I7UyQ3WWPuOA/o.jpg,False,https://www.yelp.com/biz/buy-best-bay-bargains-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,1,"[{'alias': 'personal_shopping', 'title': 'Personal Shopping'}]",5.0,"{'latitude': 37.764683, 'longitude': -122.431938}",[],$,"{'address1': '2261 Market St', 'address2': 'Ste 427-A', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2261 Market St', 'Ste 427-A', 'San Francisco, CA 94114']}",14155177223.0,(415) 517-7223,579.653999745705
650,1295,Shopping,shopping,fqILCr0hHxlkbszEbn8DAA,walgreens-san-francisco-111,Walgreens,https://s3-media2.fl.yelpcdn.com/bphoto/1G423mUszn2K6Q9awnuOJg/o.jpg,False,https://www.yelp.com/biz/walgreens-san-francisco-111?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,68,"[{'alias': 'drugstores', 'title': 'Drugstores'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",3.1,"{'latitude': 37.7665413, 'longitude': -122.4297327}",[],$,"{'address1': '2145 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2145 Market St', 'San Francisco, CA 94114']}",14153550800.0,(415) 355-0800,861.358681479246
652,1297,Shopping,shopping,jCW9jZwAXncPdesZYsHIxA,walgreens-pharmacy-at-cpmc-davies-campus-san-francisco,Walgreens Pharmacy at CPMC-Davies Campus,https://s3-media4.fl.yelpcdn.com/bphoto/TG0e6I5cJHsGFRB5ox472Q/o.jpg,False,https://www.yelp.com/biz/walgreens-pharmacy-at-cpmc-davies-campus-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,11,"[{'alias': 'drugstores', 'title': 'Drugstores'}]",4.4,"{'latitude': 37.768673, 'longitude': -122.435427}",[],$,"{'address1': '45 Castro St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['45 Castro St', 'San Francisco, CA 94114']}",14155650991.0,(415) 565-0991,888.1230860421331
656,1324,Shopping,stores,veqKtvRTqp0x1ybdoJAwVA,eureka-market-san-francisco-2,Eureka Market,https://s3-media1.fl.yelpcdn.com/bphoto/OIqvGw6pw1T7FNFG2l5KbQ/o.jpg,False,https://www.yelp.com/biz/eureka-market-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,20,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",4.1,"{'latitude': 37.762139, 'longitude': -122.43857}",[],$,"{'address1': '4151 17th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4151 17th St', 'San Francisco, CA 94114']}",14156559294.0,(415) 655-9294,230.70498642957253
658,1327,Shopping,stores,9f5GrE0-My6KDPnUmrrC8w,chevron-san-francisco-22,Chevron,https://s3-media1.fl.yelpcdn.com/bphoto/Na2vSV2SY5SADCyUpXk1rw/o.jpg,False,https://www.yelp.com/biz/chevron-san-francisco-22?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,64,"[{'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",2.5,"{'latitude': 37.762737, 'longitude': -122.434679}","['pickup', 'delivery']",$,"{'address1': '2399 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2399 Market St', 'San Francisco, CA 94114']}",14156212570.0,(415) 621-2570,256.7309173214673
662,1346,Shopping,stores,NCCE7jIvcuq4X8RQMMpfkA,noe-grocery-san-francisco,Noe Grocery,https://s3-media3.fl.yelpcdn.com/bphoto/MOpOCwfl5Q03IKvybz_j6g/o.jpg,False,https://www.yelp.com/biz/noe-grocery-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,9,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",3.2,"{'latitude': 37.76572, 'longitude': -122.43344}",[],$,"{'address1': '200 Noe St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['200 Noe St', 'San Francisco, CA 94114']}",14156214609.0,(415) 621-4609,598.5459355735265
663,1351,Shopping,retail,Wgnz-rS8pCHbmRraPGWHww,hansens-laundry-san-francisco,Hansen's Laundry,https://s3-media1.fl.yelpcdn.com/bphoto/QtARo_lcAmkyXyRwwPVtpA/o.jpg,False,https://www.yelp.com/biz/hansens-laundry-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,71,"[{'alias': 'laundryservices', 'title': 'Laundry Services'}]",4.0,"{'latitude': 37.76095, 'longitude': -122.43705}",[],$,"{'address1': '4258 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4258 18th St', 'San Francisco, CA 94114']}",14158614007.0,(415) 861-4007,53.80260085068847
684,1389,Shopping,retail,e9Au38TUwnyLQXvj9fxhkw,flower-corner-san-francisco,Flower Corner,https://s3-media1.fl.yelpcdn.com/bphoto/rRcgAI6oQKJxY5tKoRjEig/o.jpg,False,https://www.yelp.com/biz/flower-corner-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,73,"[{'alias': 'florists', 'title': 'Florists'}]",4.9,"{'latitude': 37.7644382, 'longitude': -122.4323947}",[],$,"{'address1': '2295 Market St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2295 Market St', 'San Francisco, CA 94114']}",14152605183.0,(415) 260-5183,530.7932495094315
711,1431,Shopping,malls,4dgnieYmZpya3OTibMgZbA,bluedragonflies-com-san-francisco-4,bluedragonflies.com,,False,https://www.yelp.com/biz/bluedragonflies-com-san-francisco-4?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,1,"[{'alias': 'womenscloth', 'title': ""Women's Clothing""}, {'alias': 'personal_shopping', 'title': 'Personal Shopping'}, {'alias': 'accessories', 'title': 'Accessories'}]",5.0,"{'latitude': 37.7703742980957, 'longitude': -122.443626403809}",[],Free/Unknown,"{'address1': '', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['San Francisco, CA 94117']}",,,1369.5388481527075
717,1437,Shopping,malls,teqh7ADqqEDF12-FQelLQA,2nd-street-haight-st-san-francisco,2nd STREET - Haight St,https://s3-media1.fl.yelpcdn.com/bphoto/jYnGRWGeVGNt8SKUHbv9eQ/o.jpg,False,https://www.yelp.com/biz/2nd-street-haight-st-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,28,"[{'alias': 'vintage', 'title': 'Used, Vintage & Consignment'}, {'alias': 'womenscloth', 'title': ""Women's Clothing""}, {'alias': 'menscloth', 'title': ""Men's Clothing""}]",2.5,"{'latitude': 37.77001, 'longitude': -122.448}",[],Free/Unknown,"{'address1': '1560 Haight St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1560 Haight St', 'San Francisco, CA 94117']}",14156517596.0,(415) 651-7596,1446.536096236962
718,1438,Shopping,malls,Uv6avJgUv4VifScyyXnXeQ,fresh-apparel-sf-san-francisco,Fresh Apparel SF,https://s3-media4.fl.yelpcdn.com/bphoto/YlfGtdK3-l9FOW6oj-1AQQ/o.jpg,False,https://www.yelp.com/biz/fresh-apparel-sf-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,2,"[{'alias': 'menscloth', 'title': ""Men's Clothing""}, {'alias': 'accessories', 'title': 'Accessories'}]",4.5,"{'latitude': 37.769619, 'longitude': -122.4487839}",[],Free/Unknown,"{'address1': '1603 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1603 Haight St', 'San Francisco, CA 94117']}",,,1461.8947096178144
719,1439,Shopping,malls,tfdQ3A7ZH_2fxPujhrlH8w,cary-lane-san-francisco-7,Cary Lane,https://s3-media1.fl.yelpcdn.com/bphoto/shZxqnunZdWYfNtDubpz2g/o.jpg,False,https://www.yelp.com/biz/cary-lane-san-francisco-7?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,21,"[{'alias': 'womenscloth', 'title': ""Women's Clothing""}, {'alias': 'menscloth', 'title': ""Men's Clothing""}, {'alias': 'outlet_stores', 'title': 'Outlet Stores'}]",4.5,"{'latitude': 37.769561, 'longitude': -122.4490545}",[],Free/Unknown,"{'address1': '1615 Haight St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1615 Haight St', 'San Francisco, CA 94117']}",14158964210.0,(415) 896-4210,1468.2501438787071
721,1441,Shopping,malls,0Mst3nnwSLqUTEB_8kffsg,one-store-san-francisco-2,One $ Store,https://s3-media2.fl.yelpcdn.com/bphoto/0Synb01IaVK1TDl1boXSow/o.jpg,False,https://www.yelp.com/biz/one-store-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,35,"[{'alias': 'deptstores', 'title': 'Department Stores'}]",2.5,"{'latitude': 37.7632293701172, 'longitude': -122.419792175293}",[],$,"{'address1': '2100 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2100 Mission St', 'San Francisco, CA 94110']}",14155030205.0,(415) 503-0205,1487.8202744460584
723,1443,Shopping,malls,911XtXzV9XGwmSYb9uPl_g,dollar-and-up-san-francisco,Dollar and Up,https://s3-media3.fl.yelpcdn.com/bphoto/SErWhAPQ7UDr9SMee2gy8g/o.jpg,False,https://www.yelp.com/biz/dollar-and-up-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,23,"[{'alias': 'discountstore', 'title': 'Discount Store'}]",3.0,"{'latitude': 37.76534, 'longitude': -122.42031}",[],$,"{'address1': '3030 16th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['3030 16th St', 'San Francisco, CA 94103']}",14155031366.0,(415) 503-1366,1495.4825380991158
725,1445,Shopping,malls,WXajvmcjvKTDXeRtSl0S-A,vista-hermosa-trading-company-san-francisco,Vista Hermosa Trading Company,,False,https://www.yelp.com/biz/vista-hermosa-trading-company-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,1,"[{'alias': 'discountstore', 'title': 'Discount Store'}]",3.0,"{'latitude': 37.759407043457, 'longitude': -122.41943359375}",[],Free/Unknown,"{'address1': '2352 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2352 Mission St', 'San Francisco, CA 94110']}",14152069088.0,(415) 206-9088,1502.8597777174537
726,1446,Shopping,malls,3cIdvcjQvAm0vhRMUiFPFA,latin-jewelers-san-francisco,Latin Jewelers,https://s3-media4.fl.yelpcdn.com/bphoto/ikdZNq7p6Jis4xCo4XZO1g/o.jpg,False,https://www.yelp.com/biz/latin-jewelers-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,63,"[{'alias': 'jewelry', 'title': 'Jewelry'}, {'alias': 'watches', 'title': 'Watches'}, {'alias': 'jewelryrepair', 'title': 'Jewelry Repair'}]",4.4,"{'latitude': 37.7594833374023, 'longitude': -122.41943359375}",[],$,"{'address1': '2344 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2344 Mission St', 'San Francisco, CA 94110']}",14156477575.0,(415) 647-7575,1503.8136172537884
728,1448,Shopping,malls,0OtbwuGTbehvx38lrvf7uQ,simple-san-francisco-4,Simple,https://s3-media2.fl.yelpcdn.com/bphoto/SE6-Ra2MUc1Ym60tA17Ung/o.jpg,False,https://www.yelp.com/biz/simple-san-francisco-4?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,3,"[{'alias': 'shoppingcenters', 'title': 'Shopping Centers'}]",5.0,"{'latitude': 37.76527, 'longitude': -122.45289}",[],Free/Unknown,"{'address1': '1001 Stanyan St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1001 Stanyan St', 'San Francisco, CA 94117']}",,,1527.7478815982906
739,1460,Shopping,shopping centers,0V1NQ3gYJuitUSLbKRKPDQ,un-plaza-bazaar-san-francisco,UN Plaza Bazaar,https://s3-media2.fl.yelpcdn.com/bphoto/TShsPzwyTaCKe3_-wkaajg/o.jpg,False,https://www.yelp.com/biz/un-plaza-bazaar-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,4,"[{'alias': 'shoppingcenters', 'title': 'Shopping Centers'}]",3.8,"{'latitude': 37.7798546245562, 'longitude': -122.414683029056}",[],$,"{'address1': None, 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['San Francisco, CA 94102']}",,,2846.4039467045186
743,1464,Shopping,shopping centers,zB4lcBRgKSaPNkdc_D0pKQ,union-square-san-francisco-16,Union Square,https://s3-media2.fl.yelpcdn.com/bphoto/B9juhnqjQL7zyja2ogBtaQ/o.jpg,False,https://www.yelp.com/biz/union-square-san-francisco-16?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,59,"[{'alias': 'shoppingcenters', 'title': 'Shopping Centers'}]",4.1,"{'latitude': 37.787992, 'longitude': -122.407679}",[],$,"{'address1': '333 Post St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['333 Post St', 'San Francisco, CA 94108']}",14154772610.0,(415) 477-2610,3933.0258224919166
746,1467,Shopping,shopping centers,YJJibChVAyH77T2AdQO3Dg,bayview-plaza-shopping-center-san-francisco,Bayview Plaza Shopping Center,https://s3-media3.fl.yelpcdn.com/bphoto/kPQMMcQh6jZfTfoTYZ-dTA/o.jpg,False,https://www.yelp.com/biz/bayview-plaza-shopping-center-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,4,"[{'alias': 'shoppingcenters', 'title': 'Shopping Centers'}]",3.0,"{'latitude': 37.74158, 'longitude': -122.38765}",[],$,"{'address1': '3801 3rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['3801 3rd St', 'San Francisco, CA 94124']}",,,4825.096248350408
764,1485,Shopping,shopping centers,190LJYba4_zzGr-LAFYPsA,king-plaza-daly-city,King Plaza,https://s3-media2.fl.yelpcdn.com/bphoto/gAxyi7F9NFJwKgXg-GjJBg/o.jpg,False,https://www.yelp.com/biz/king-plaza-daly-city?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,8,"[{'alias': 'shoppingcenters', 'title': 'Shopping Centers'}]",3.1,"{'latitude': 37.651457, 'longitude': -122.468869}",[],$,"{'address1': '950 King Dr', 'address2': '', 'address3': '', 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['950 King Dr', 'Daly City, CA 94015']}",,,12499.205765667202
