,Category,Subcategory,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
633,Bars,beer bars,0mGIlXKLncfxwOJj4JuBpw,sinombre-san-francisco,Sinombre,https://s3-media4.fl.yelpcdn.com/bphoto/qLzjPj2dI6n-rz74JOnltg/o.jpg,False,https://www.yelp.com/biz/sinombre-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,4,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'comedyclubs', 'title': 'Comedy Clubs'}]",5.0,"{'latitude': 37.775274, 'longitude': -122.402911}",[],,"{'address1': '312 Harriet St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['312 Harriet St', 'San Francisco, CA 94103']}",+14158066865,(415) 806-6865,3355.262842582156
634,Bars,beer bars,CP2uHH8PQ-Wg3i5C8-Lidg,connecticut-yankee-san-francisco,Connecticut Yankee,https://s3-media2.fl.yelpcdn.com/bphoto/ozdLmV58_efmurY_ETqrAA/o.jpg,False,https://www.yelp.com/biz/connecticut-yankee-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,551,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.6,"{'latitude': 37.76496623205071, 'longitude': -122.3980438506008}",['pickup'],$$,"{'address1': '100 Connecticut St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['100 Connecticut St', 'San Francisco, CA 94107']}",+14155524440,(415) 552-4440,3406.0025877431717
635,Bars,beer bars,1xs89kzJ2F6iDzRyYcRLCQ,richmond-republic-draught-house-san-francisco-4,Richmond Republic Draught House,https://s3-media2.fl.yelpcdn.com/bphoto/9Iq4WzZk5a-M8EEH7_Tprg/o.jpg,False,https://www.yelp.com/biz/richmond-republic-draught-house-san-francisco-4?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,450,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.0,"{'latitude': 37.783021, 'longitude': -122.466229}","['delivery', 'pickup']",$$,"{'address1': '642 Clement St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['642 Clement St', 'San Francisco, CA 94118']}",+14157026069,(415) 702-6069,3592.0471252645457
636,Bars,beer bars,tOsN-3tWztCG5kZSAf2YKw,liquid-gold-san-francisco,Liquid Gold,https://s3-media2.fl.yelpcdn.com/bphoto/lqCvrJxRwskIQ7LESYDHYg/o.jpg,False,https://www.yelp.com/biz/liquid-gold-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,191,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,"{'latitude': 37.790641784668, 'longitude': -122.417060852051}",[],$$,"{'address1': '1040 Hyde St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1040 Hyde St', 'San Francisco, CA 94109']}",+14156605142,(415) 660-5142,3712.12969645709
637,Bars,beer bars,NeYsTX0GyVq8k-J3dGNf5Q,sutter-pub-and-restaurant-san-francisco-2,Sutter Pub & Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/7APyTs9VkFNcNQc2qXwqeQ/o.jpg,False,https://www.yelp.com/biz/sutter-pub-and-restaurant-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,394,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.6,"{'latitude': 37.7889228, 'longitude': -122.412098}","['delivery', 'pickup']",$$,"{'address1': '700 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['700 Sutter St', 'San Francisco, CA 94102']}",+14154005840,(415) 400-5840,3780.173685502259
638,Bars,beer bars,fLd9bEYX-b-XmUDUKwBTfA,k-soul-chicken-san-francisco-3,K Soul Chicken,https://s3-media1.fl.yelpcdn.com/bphoto/G6v0zfJB3Ly2NqdWPJ9biA/o.jpg,False,https://www.yelp.com/biz/k-soul-chicken-san-francisco-3?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,124,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.4,"{'latitude': 37.7926394, 'longitude': -122.42098215267109}","['delivery', 'pickup']",$$,"{'address1': '1710 Polk St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1710 Polk St', 'San Francisco, CA 94109']}",+14157963538,(415) 796-3538,3782.0035111328366
639,Bars,beer bars,Z9k-ex58lhMu7sZrHSUJbg,the-barnes-restaurant-bar-san-francisco-3,The Barnes Restaurant + Bar,https://s3-media3.fl.yelpcdn.com/bphoto/naG9n8M1d9wgFj73_zuUwQ/o.jpg,False,https://www.yelp.com/biz/the-barnes-restaurant-bar-san-francisco-3?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,5,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.2,"{'latitude': 37.78680669819329, 'longitude': -122.4083045}",[],,"{'address1': '225 Powell St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['225 Powell St', 'San Francisco, CA 94102']}",+14153977700,(415) 397-7700,3796.981098684638
640,Bars,beer bars,t5OypGYSwYIXKjkEQx3BNw,hogwash-san-francisco,Hogwash,https://s3-media2.fl.yelpcdn.com/bphoto/vl7jbbJ7ymQ1WwYfjj8rqg/o.jpg,False,https://www.yelp.com/biz/hogwash-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,1060,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.4,"{'latitude': 37.78922, 'longitude': -122.40996}",['delivery'],$$,"{'address1': '582 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['582 Sutter St', 'San Francisco, CA 94102']}",+14153615500,(415) 361-5500,3916.162911843166
641,Bars,beer bars,QhXJqmPoR6jyCf44ck7Sxg,the-rotunda-san-francisco-2,The Rotunda,https://s3-media4.fl.yelpcdn.com/bphoto/Nyhjr8_kWxyeDis-TrFuFg/o.jpg,False,https://www.yelp.com/biz/the-rotunda-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,2006,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",3.9,"{'latitude': 37.7874117371449, 'longitude': -122.40635645157}",['delivery'],$$$,"{'address1': '150 Stockton St', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['150 Stockton St', 'San Francisco, CA 94108']}",+14152492720,(415) 249-2720,3960.491425180428
642,Bars,beer bars,F2gF7VJpmUn1vXcIwkL_Yw,golden-gate-tap-room-san-francisco,Golden Gate Tap Room,https://s3-media2.fl.yelpcdn.com/bphoto/rZDg7QriNWSsnLNtpqnfvg/o.jpg,False,https://www.yelp.com/biz/golden-gate-tap-room-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,1079,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",3.4,"{'latitude': 37.78917728872942, 'longitude': -122.40872781534205}","['delivery', 'pickup']",$$,"{'address1': '449 Powell St', 'address2': 'Fl 2', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['449 Powell St', 'Fl 2', 'San Francisco, CA 94108']}",+14156779999,(415) 677-9999,3977.738450146376
643,Bars,beer bars,jGkmAXfs6YDReigYaNhIdQ,comet-club-san-francisco,Comet Club,https://s3-media1.fl.yelpcdn.com/bphoto/umWZQ5LIXx4EINby0cV-YQ/o.jpg,False,https://www.yelp.com/biz/comet-club-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,226,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",3.3,"{'latitude': 37.79817, 'longitude': -122.436}",[],$$,"{'address1': '3111 Fillmore St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['3111 Fillmore St', 'San Francisco, CA 94123']}",+14155675589,(415) 567-5589,4148.114185452019
644,Bars,beer bars,ox_OdM0CC3KdJWW8vXwpcQ,the-lark-bar-san-francisco,The Lark Bar,https://s3-media1.fl.yelpcdn.com/bphoto/YmsB0Prxhi4h6SVI2FEVbQ/o.jpg,False,https://www.yelp.com/biz/the-lark-bar-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,200,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.1,"{'latitude': 37.78765, 'longitude': -122.40276}",[],$$,"{'address1': '685 Market St', 'address2': 'Ste 140 A', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['685 Market St', 'Ste 140 A', 'San Francisco, CA 94105']}",+14159527504,(415) 952-7504,4212.028445835039
645,Bars,beer bars,JtB6ja0K225a7dkfPLkRiQ,wine-down-sf-san-francisco-2,Wine Down SF,https://s3-media3.fl.yelpcdn.com/bphoto/_eHzC7p6ETyLeBKUwJhAfg/o.jpg,False,https://www.yelp.com/biz/wine-down-sf-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,187,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.7,"{'latitude': 37.7840836132872, 'longitude': -122.39831333801}",[],$$,"{'address1': '685 Folsom St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['685 Folsom St', 'San Francisco, CA 94107']}",+14158297005,(415) 829-7005,4228.4720107633875
646,Bars,beer bars,tnhfDv5Il8EaGSXZGiuQGg,garaje-san-francisco,Garaje,https://s3-media2.fl.yelpcdn.com/bphoto/RNCNNS1PCzp6ket6rZX8Cw/o.jpg,False,https://www.yelp.com/biz/garaje-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,1756,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.2,"{'latitude': 37.781752952057, 'longitude': -122.396121970462}","['delivery', 'pickup']",$$,"{'address1': '475 3rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['475 3rd St', 'San Francisco, CA 94107']}",+14156440838,(415) 644-0838,4235.513080013533
647,Bars,beer bars,wwkenyJjSgu0lXS2wUu5fQ,woods-polk-station-san-francisco,Woods Polk Station,https://s3-media1.fl.yelpcdn.com/bphoto/oypo6ogZ7sayfgkuAlFjQg/o.jpg,False,https://www.yelp.com/biz/woods-polk-station-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,94,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wineries', 'title': 'Wineries'}]",4.3,"{'latitude': 37.7976772, 'longitude': -122.4224784}",['delivery'],$$,"{'address1': '2255 Polk St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['2255 Polk St', 'San Francisco, CA 94109']}",+14154637418,(415) 463-7418,4269.795648144215
648,Bars,beer bars,q1roWxUPn_W73lq5dsrsnw,monaghans-san-francisco-2,Monaghan's Bar,https://s3-media3.fl.yelpcdn.com/bphoto/8wdd67q9CyHtUW2hf2Dgbg/o.jpg,False,https://www.yelp.com/biz/monaghans-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,224,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",3.8,"{'latitude': 37.800029, 'longitude': -122.439773}",['delivery'],$,"{'address1': '3243 Pierce St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['3243 Pierce St', 'San Francisco, CA 94123']}",+14158727916,(415) 872-7916,4362.446366185694
649,Bars,beer bars,AdsdpA6dP7t5BrU-_PVziQ,harmonic-brewing-thrive-city-san-francisco,Harmonic Brewing Thrive City,https://s3-media3.fl.yelpcdn.com/bphoto/0eHVhhXTnlt_uRWvghZnLQ/o.jpg,False,https://www.yelp.com/biz/harmonic-brewing-thrive-city-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,48,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.3,"{'latitude': 37.768715116054445, 'longitude': -122.38706039852111}",[],$$,"{'address1': '7 Warriors Way', 'address2': 'Ste 206', 'address3': 'Chase Center', 'city': 'San Francisco', 'zip_code': '94158', 'country': 'US', 'state': 'CA', 'display_address': ['7 Warriors Way', 'Ste 206', 'Chase Center', 'San Francisco, CA 94158']}",,,4427.376161964377
657,Coffee & Tea,coffee,2hR4tWOCcz88HFYB4U3FkA,spikes-coffees-and-teas-san-francisco,Spike's Coffees & Teas,https://s3-media1.fl.yelpcdn.com/bphoto/HkIDY8mxiPTMI4VBnGmuQA/o.jpg,False,https://www.yelp.com/biz/spikes-coffees-and-teas-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,242,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.4,"{'latitude': 37.75916, 'longitude': -122.43503}",['pickup'],$,"{'address1': '4117 19th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4117 19th St', 'San Francisco, CA 94114']}",+14156265573,(415) 626-5573,219.2997573052509
658,Coffee & Tea,coffee,uJQxl8-pdjReMf7zd-wr5w,cafe-josephine-san-francisco-2,Cafe Josephine,https://s3-media3.fl.yelpcdn.com/bphoto/guP9G-DnjinyeJ_kSCAb4w/o.jpg,False,https://www.yelp.com/biz/cafe-josephine-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,30,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 37.76417, 'longitude': -122.43865}",[],,"{'address1': '199 Museum Way', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['199 Museum Way', 'San Francisco, CA 94114']}",+14153508976,(415) 350-8976,425.2713223331056
660,Coffee & Tea,coffee,BMzrow5NMGQifKMLpyxAOQ,peets-coffee-san-francisco-27,Peet's Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/apcXS-4UVTNKCfrHC52X7Q/o.jpg,False,https://www.yelp.com/biz/peets-coffee-san-francisco-27?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,202,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"{'latitude': 37.76476, 'longitude': -122.43183}",['delivery'],$$,"{'address1': '2257 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2257 Market St', 'San Francisco, CA 94114']}",+14156266416,(415) 626-6416,586.0863980831626
661,Coffee & Tea,coffee,19FlLhyqgZLc5nXzsARvDQ,neighbors-corner-san-francisco-2,Neighbor's Corner,https://s3-media3.fl.yelpcdn.com/bphoto/g4mL4RvIPb9Mk5uQ6cZmWg/o.jpg,False,https://www.yelp.com/biz/neighbors-corner-san-francisco-2?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,135,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.6,"{'latitude': 37.7555695675718, 'longitude': -122.438793493909}",['delivery'],$$,"{'address1': '499 Douglass St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['499 Douglass St', 'San Francisco, CA 94114']}",+16282839372,(628) 283-9372,625.5195842160267
662,Coffee & Tea,coffee,aVskw5NKrs7ibAQ54E_bZw,u-dessert-story-san-francisco-5,U :Dessert Story,https://s3-media3.fl.yelpcdn.com/bphoto/FFvrEmgRuJtp090BTuBhBA/o.jpg,False,https://www.yelp.com/biz/u-dessert-story-san-francisco-5?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,2701,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}]",4.3,"{'latitude': 37.7642642124321, 'longitude': -122.430517340788}",['pickup'],$$,"{'address1': '3489 16th St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3489 16th St', 'San Francisco, CA 94114']}",+14157963633,(415) 796-3633,641.6415852840471
663,Coffee & Tea,coffee,vmwLmMvOK-JB2uT3Cqinyw,spro-coffee-lab-san-francisco-8,SPRO Coffee Lab,https://s3-media4.fl.yelpcdn.com/bphoto/ksyCpzf9kF9GQT-SchtA9g/o.jpg,False,https://www.yelp.com/biz/spro-coffee-lab-san-francisco-8?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,188,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.4,"{'latitude': 37.76280950492828, 'longitude': -122.4286748}",[],$,"{'address1': '500 Church St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['500 Church St', 'San Francisco, CA 94114']}",,,715.4912057400227
664,Coffee & Tea,coffee,AA1wdUC-d3XyHp_6G2dD_w,morning-due-cafe-san-francisco,Morning Due Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/ghTfjy5rKdbmiDLCE8BJUw/o.jpg,False,https://www.yelp.com/biz/morning-due-cafe-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,598,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'New American'}]",4.0,"{'latitude': 37.7630481, 'longitude': -122.4284266}","['pickup', 'delivery']",$$,"{'address1': '3698 17th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3698 17th St', 'San Francisco, CA 94114']}",+14156217156,(415) 621-7156,744.4395465192842
665,Coffee & Tea,coffee,2yHzbwLFQwKxaJU_dyMCoA,petes-coffee-cart-san-francisco,Pete's Coffee Cart,,False,https://www.yelp.com/biz/petes-coffee-cart-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,1,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 37.7688881, 'longitude': -122.4356352}",[],$,"{'address1': '45 Castro St', 'address2': '', 'address3': 'at Davies Medical Center, CPMC', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['45 Castro St', 'at Davies Medical Center, CPMC', 'San Francisco, CA 94114']}",,,888.1484374367822
666,Coffee & Tea,coffee,w_CDMwPaFE8L-cFQZzFyTg,church-street-cafe-san-francisco-3,Church Street Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/UJhPvodkOcSdm0Ku9_KXvA/o.jpg,False,https://www.yelp.com/biz/church-street-cafe-san-francisco-3?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,298,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 37.76639, 'longitude': -122.429044}",['pickup'],$,"{'address1': '260 Church St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['260 Church St', 'San Francisco, CA 94114']}",+14156212233,(415) 621-2233,892.3027768054706
668,Coffee & Tea,coffee,pq3l9iZBT1P_fv4H4S01wg,maxfields-house-of-caffeine-san-francisco,Maxfield's House of Caffeine,https://s3-media3.fl.yelpcdn.com/bphoto/IgydYafykxU6NkfRPzG2BQ/o.jpg,False,https://www.yelp.com/biz/maxfields-house-of-caffeine-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,286,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.2,"{'latitude': 37.7631378431423, 'longitude': -122.426542719978}",['pickup'],$,"{'address1': '398 Dolores St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['398 Dolores St', 'San Francisco, CA 94110']}",+14152556859,(415) 255-6859,905.5408300458043
669,Coffee & Tea,coffee,9XoXFO_3qqHHndg-RqEH_Q,verve-coffee-roasters-san-francisco,Verve Coffee Roasters,https://s3-media3.fl.yelpcdn.com/bphoto/ju557VkY5eQnwcGr0TTksA/o.jpg,False,https://www.yelp.com/biz/verve-coffee-roasters-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,263,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",3.9,"{'latitude': 37.7671543054536, 'longitude': -122.429103925824}",['delivery'],$$,"{'address1': '2101 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2101 Market St', 'San Francisco, CA 94114']}",+14157800867,(415) 780-0867,948.8977355251129
670,Coffee & Tea,coffee,w-F9xOVAQaiLINR5VWhOfQ,duboce-park-cafe-san-francisco,Duboce Park Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/7QlzBrHiy5uMlQW23i1SBw/o.jpg,False,https://www.yelp.com/biz/duboce-park-cafe-san-francisco?adjust_creative=UrTih-vsDBnP_I6A9R91yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UrTih-vsDBnP_I6A9R91yg,546,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'latitude': 37.76921727055019, 'longitude': -122.4315338931033}","['pickup', 'delivery']",$$,"{'address1': '2 Sanchez St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2 Sanchez St', 'San Francisco, CA 94114']}",+14156211108,(415) 621-1108,1020.772554246446
